place,Jurisdiction,Name,Value,year,Jurisdiction 2
26600,Firestone,Persons Insured,9573.0,2014,Firestone
27700,Fort Lupton,Persons Insured,6043.0,2014,Fort Lupton
28105,Foxfield,Persons Insured,654.0,2014,Foxfield
28360,Frederick,Persons Insured,9031.0,2014,Frederick
29735,Georgetown,Persons Insured,858.0,2014,Georgetown
30340,Glendale,Persons Insured,3279.0,2014,Glendale
30835,Golden,Persons Insured,16458.0,2014,Golden
33035,Greenwood Village,Persons Insured,13888.0,2014,Greenwood Village
37820,Hudson,Persons Insured,1960.0,2014,Hudson
38370,Idaho Springs,Persons Insured,1757.0,2014,Idaho Springs
39195,Jamestown,Persons Insured,205.0,2014,Jamestown
40185,Keenesburg,Persons Insured,1252.0,2014,Keenesburg
40790,Kiowa,Persons Insured,767.0,2014,Kiowa
41835,Lafayette,Persons Insured,23017.0,2014,Lafayette
42495,Lakeside,Persons Insured,1.0,2014,Lakeside
43000,Lakewood,Persons Insured,121999.0,2014,Lakewood
43550,Larkspur,Persons Insured,152.0,2014,Larkspur
45255,Littleton,Persons Insured,37780.0,2014,Littleton
45955,Lone Tree,Persons Insured,11168.0,2014,Lone Tree
45970,Longmont,Persons Insured,73760.0,2014,Longmont
46355,Louisville,Persons Insured,18142.0,2014,Louisville
47070,Lyons,Persons Insured,2093.0,2014,Lyons
49600,Mead,Persons Insured,3353.0,2014,Mead
52075,Morrison,Persons Insured,229.0,2014,Morrison
52350,Mountain View,Persons Insured,463.0,2014,Mountain View
53175,Nederland,Persons Insured,1194.0,2014,Nederland
54330,Northglenn,Persons Insured,30499.0,2014,Northglenn
57630,Parker,Persons Insured,44860.0,2014,Parker
60160,Platteville,Persons Insured,1874.0,2014,Platteville
69645,Sheridan,Persons Insured,4715.0,2014,Sheridan
70360,Silver Plume,Persons Insured,201.0,2014,Silver Plume
75640,Superior,Persons Insured,12088.0,2014,Superior
77290,Thornton,Persons Insured,104426.0,2014,Thornton
82735,Ward,Persons Insured,69.0,2014,Ward
83835,Westminster,Persons Insured,94503.0,2014,Westminster
84440,Wheat Ridge,Persons Insured,25969.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Persons Insured,53548.0,2014,Weld County (DRCOG)
8000,Region,Persons Insured,2555398.0,2014,Region
3455,Arvada,Percent Uninsured,10.066782996373078,2014,Arvada
4000,Aurora,Percent Uninsured,20.16834446415993,2014,Aurora
6090,Bennett,Percent Uninsured,14.910432033719701,2014,Bennett
7025,Black Hawk,Percent Uninsured,31.538461538461533,2014,Black Hawk
7850,Boulder City,Percent Uninsured,8.625361002768926,2014,Boulder City
8001,Adams County,Percent Uninsured,19.55642211950577,2014,Adams County
8005,Arapahoe County,Percent Uninsured,14.71244864399877,2014,Arapahoe County
8013,Boulder County,Percent Uninsured,10.321975947512243,2014,Boulder County
8014,Broomfield City/County,Percent Uninsured,8.014500646742462,2014,Broomfield City/County
8019,Clear Creek County,Percent Uninsured,9.062569583611662,2014,Clear Creek County
8031,Denver City/County,Percent Uninsured,15.904202310433618,2014,Denver City/County
8035,Douglas County,Percent Uninsured,5.888158114825941,2014,Douglas County
8039,Elbert,Percent Uninsured,11.826443107641111,2014,Elbert
8047,Gilpin County,Percent Uninsured,13.512531783508905,2014,Gilpin County
8059,Jefferson County,Percent Uninsured,10.85557020728075,2014,Jefferson County
8070,Bow Mar,Percent Uninsured,4.425612052730699,2014,Bow Mar
8123,Weld County,Percent Uninsured,14.30347736868805,2014,Weld County
8675,Brighton,Percent Uninsured,18.733303316824248,2014,Brighton
12387,Castle Pines,Percent Uninsured,2.098626011669495,2014,Castle Pines
12415,Castle Rock,Percent Uninsured,8.042544886807178,2014,Castle Rock
12815,Centennial,Percent Uninsured,7.31922142532207,2014,Centennial
12910,Central City,Percent Uninsured,16.15271659324523,2014,Central City
13845,Cherry Hills Village,Percent Uninsured,1.5078601219120884,2014,Cherry Hills Village
16385,Columbine Valley,Percent Uninsured,1.6693163751987328,2014,Columbine Valley
16495,Commerce City,Percent Uninsured,16.61038586665569,2014,Commerce City
19080,Dacono,Percent Uninsured,20.18369690011481,2014,Dacono
19630,Deer Trail,Percent Uninsured,7.7720207253886,2014,Deer Trail
23135,Edgewater,Percent Uninsured,33.17998849913744,2014,Edgewater
23520,Elbert,Percent Uninsured,16.66666666666667,2014,Elbert
23740,Elizabeth,Percent Uninsured,14.01574803149606,2014,Elizabeth
24620,Empire,Percent Uninsured,19.281045751633982,2014,Empire
24785,Englewood,Percent Uninsured,16.253416948062394,2014,Englewood
24950,Erie,Percent Uninsured,5.416191562143666,2014,Erie
26270,Federal Heights,Percent Uninsured,34.29657794676807,2014,Federal Heights
26600,Firestone,Percent Uninsured,12.085590963357518,2014,Firestone
27700,Fort Lupton,Percent Uninsured,20.434496379196844,2014,Fort Lupton
28105,Foxfield,Percent Uninsured,2.095808383233532,2014,Foxfield
28360,Frederick,Percent Uninsured,6.278538812785385,2014,Frederick
29735,Georgetown,Percent Uninsured,10.625,2014,Georgetown
30340,Glendale,Percent Uninsured,27.854785478547853,2014,Glendale
30835,Golden,Percent Uninsured,10.070487951478057,2014,Golden
33035,Greenwood Village,Percent Uninsured,3.995575832987697,2014,Greenwood Village
37820,Hudson,Percent Uninsured,20.808080808080803,2014,Hudson
38370,Idaho Springs,Percent Uninsured,10.857432775240994,2014,Idaho Springs
39195,Jamestown,Percent Uninsured,22.932330827067673,2014,Jamestown
40185,Keenesburg,Percent Uninsured,10.379384395132433,2014,Keenesburg
40790,Kiowa,Percent Uninsured,10.187353629976585,2014,Kiowa
41835,Lafayette,Percent Uninsured,10.700290979631433,2014,Lafayette
42495,Lakeside,Percent Uninsured,75.0,2014,Lakeside
43000,Lakewood,Percent Uninsured,15.240212595963456,2014,Lakewood
43550,Larkspur,Percent Uninsured,25.490196078431367,2014,Larkspur
45255,Littleton,Percent Uninsured,12.623155557611355,2014,Littleton
45955,Lone Tree,Percent Uninsured,9.328570268734268,2014,Lone Tree
45970,Longmont,Percent Uninsured,16.239879174663017,2014,Longmont
46355,Louisville,Percent Uninsured,4.801385317731018,2014,Louisville
47070,Lyons,Percent Uninsured,5.932584269662925,2014,Lyons
49600,Mead,Percent Uninsured,11.319756678127476,2014,Mead
52075,Morrison,Percent Uninsured,10.196078431372555,2014,Morrison
52350,Mountain View,Percent Uninsured,17.907801418439718,2014,Mountain View
53175,Nederland,Percent Uninsured,15.73747353563867,2014,Nederland
54330,Northglenn,Percent Uninsured,17.47436209649051,2014,Northglenn
57630,Parker,Percent Uninsured,5.462361965775941,2014,Parker
60160,Platteville,Percent Uninsured,26.452119309262173,2014,Platteville
69645,Sheridan,Percent Uninsured,18.958404950154687,2014,Sheridan
70360,Silver Plume,Percent Uninsured,13.733905579399135,2014,Silver Plume
75640,Superior,Percent Uninsured,4.9386599559610005,2014,Superior
77290,Thornton,Percent Uninsured,15.8431720191804,2014,Thornton
82735,Ward,Percent Uninsured,35.51401869158879,2014,Ward
83835,Westminster,Percent Uninsured,13.159780930677059,2014,Westminster
84440,Wheat Ridge,Percent Uninsured,14.112316443974066,2014,Wheat Ridge
8124,Weld County (DRCOG),Percent Uninsured,12.488968785749307,2014,Weld County (DRCOG)
8000,Region,Percent Uninsured,13.4691762905222,2014,Region
3455,Arvada,Persons with Disability,11138.0,2014,Arvada
4000,Aurora,Persons with Disability,34657.0,2014,Aurora
6090,Bennett,Persons with Disability,265.0,2014,Bennett
7025,Black Hawk,Persons with Disability,32.0,2014,Black Hawk
7850,Boulder City,Persons with Disability,7159.0,2014,Boulder City
8001,Adams County,Persons with Disability,47580.0,2014,Adams County
8005,Arapahoe County,Persons with Disability,54002.0,2014,Arapahoe County
8013,Boulder County,Persons with Disability,24432.0,2014,Boulder County
8014,Broomfield City/County,Persons with Disability,4936.0,2014,Broomfield City/County
8019,Clear Creek County,Persons with Disability,971.0,2014,Clear Creek County
8031,Denver City/County,Persons with Disability,60529.0,2014,Denver City/County
8035,Douglas County,Persons with Disability,18405.0,2014,Douglas County
8039,Elbert,Persons with Disability,2377.0,2014,Elbert
8047,Gilpin County,Persons with Disability,565.0,2014,Gilpin County
8059,Jefferson County,Persons with Disability,51396.0,2014,Jefferson County
8070,Bow Mar,Persons with Disability,36.0,2014,Bow Mar
8123,Weld County,Persons with Disability,27401.0,2014,Weld County
8675,Brighton,Persons with Disability,3142.0,2014,Brighton
12387,Castle Pines,Persons with Disability,693.0,2014,Castle Pines
12415,Castle Rock,Persons with Disability,3267.0,2014,Castle Rock
12815,Centennial,Persons with Disability,7474.0,2014,Centennial
12910,Central City,Persons with Disability,60.0,2014,Central City
13845,Cherry Hills Village,Persons with Disability,349.0,2014,Cherry Hills Village
16385,Columbine Valley,Persons with Disability,116.0,2014,Columbine Valley
16495,Commerce City,Persons with Disability,4340.0,2014,Commerce City
19080,Dacono,Persons with Disability,787.0,2014,Dacono
19630,Deer Trail,Persons with Disability,109.0,2014,Deer Trail
23135,Edgewater,Persons with Disability,636.0,2014,Edgewater
23520,Elbert,Persons with Disability,34.0,2014,Elbert
23740,Elizabeth,Persons with Disability,100.0,2014,Elizabeth
24620,Empire,Persons with Disability,28.0,2014,Empire
24785,Englewood,Persons with Disability,4219.0,2014,Englewood
24950,Erie,Persons with Disability,918.0,2014,Erie
26270,Federal Heights,Persons with Disability,1683.0,2014,Federal Heights
26600,Firestone,Persons with Disability,640.0,2014,Firestone
27700,Fort Lupton,Persons with Disability,1088.0,2014,Fort Lupton
28105,Foxfield,Persons with Disability,54.0,2014,Foxfield
28360,Frederick,Persons with Disability,959.0,2014,Frederick
29735,Georgetown,Persons with Disability,84.0,2014,Georgetown
30340,Glendale,Persons with Disability,304.0,2014,Glendale
30835,Golden,Persons with Disability,1188.0,2014,Golden
33035,Greenwood Village,Persons with Disability,723.0,2014,Greenwood Village
37820,Hudson,Persons with Disability,273.0,2014,Hudson
38370,Idaho Springs,Persons with Disability,300.0,2014,Idaho Springs
39195,Jamestown,Persons with Disability,15.0,2014,Jamestown
40185,Keenesburg,Persons with Disability,188.0,2014,Keenesburg
40790,Kiowa,Persons with Disability,141.0,2014,Kiowa
41835,Lafayette,Persons with Disability,1931.0,2014,Lafayette
42495,Lakeside,Persons with Disability,0.0,2014,Lakeside
43000,Lakewood,Persons with Disability,15749.0,2014,Lakewood
43550,Larkspur,Persons with Disability,38.0,2014,Larkspur
45255,Littleton,Persons with Disability,4437.0,2014,Littleton
45955,Lone Tree,Persons with Disability,703.0,2014,Lone Tree
45970,Longmont,Persons with Disability,9384.0,2014,Longmont
46355,Louisville,Persons with Disability,1374.0,2014,Louisville
47070,Lyons,Persons with Disability,258.0,2014,Lyons
49600,Mead,Persons with Disability,348.0,2014,Mead
52075,Morrison,Persons with Disability,45.0,2014,Morrison
52350,Mountain View,Persons with Disability,67.0,2014,Mountain View
53175,Nederland,Persons with Disability,99.0,2014,Nederland
54330,Northglenn,Persons with Disability,4745.0,2014,Northglenn
57630,Parker,Persons with Disability,3232.0,2014,Parker
60160,Platteville,Persons with Disability,270.0,2014,Platteville
69645,Sheridan,Persons with Disability,821.0,2014,Sheridan
70360,Silver Plume,Persons with Disability,16.0,2014,Silver Plume
75640,Superior,Persons with Disability,335.0,2014,Superior
77290,Thornton,Persons with Disability,11081.0,2014,Thornton
82735,Ward,Persons with Disability,11.0,2014,Ward
83835,Westminster,Persons with Disability,10537.0,2014,Westminster
84440,Wheat Ridge,Persons with Disability,4091.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Persons with Disability,5508.0,2014,Weld County (DRCOG)
8000,Region,Persons with Disability,268324.0,2014,Region
3455,Arvada,Persons with Disability,11138.0,2014,Arvada
4000,Aurora,Persons with Disability,34657.0,2014,Aurora
6090,Bennett,Persons with Disability,265.0,2014,Bennett
7025,Black Hawk,Persons with Disability,32.0,2014,Black Hawk
7850,Boulder City,Persons with Disability,7159.0,2014,Boulder City
8001,Adams County,Persons with Disability,47580.0,2014,Adams County
8005,Arapahoe County,Persons with Disability,54002.0,2014,Arapahoe County
8013,Boulder County,Persons with Disability,24432.0,2014,Boulder County
8014,Broomfield City/County,Persons with Disability,4936.0,2014,Broomfield City/County
8019,Clear Creek County,Persons with Disability,971.0,2014,Clear Creek County
8031,Denver City/County,Persons with Disability,60529.0,2014,Denver City/County
8035,Douglas County,Persons with Disability,18405.0,2014,Douglas County
8039,Elbert,Persons with Disability,2377.0,2014,Elbert
8047,Gilpin County,Persons with Disability,565.0,2014,Gilpin County
8059,Jefferson County,Persons with Disability,51396.0,2014,Jefferson County
8070,Bow Mar,Persons with Disability,36.0,2014,Bow Mar
8123,Weld County,Persons with Disability,27401.0,2014,Weld County
8675,Brighton,Persons with Disability,3142.0,2014,Brighton
12387,Castle Pines,Persons with Disability,693.0,2014,Castle Pines
12415,Castle Rock,Persons with Disability,3267.0,2014,Castle Rock
12815,Centennial,Persons with Disability,7474.0,2014,Centennial
12910,Central City,Persons with Disability,60.0,2014,Central City
13845,Cherry Hills Village,Persons with Disability,349.0,2014,Cherry Hills Village
16385,Columbine Valley,Persons with Disability,116.0,2014,Columbine Valley
16495,Commerce City,Persons with Disability,4340.0,2014,Commerce City
19080,Dacono,Persons with Disability,787.0,2014,Dacono
19630,Deer Trail,Persons with Disability,109.0,2014,Deer Trail
23135,Edgewater,Persons with Disability,636.0,2014,Edgewater
23520,Elbert,Persons with Disability,34.0,2014,Elbert
23740,Elizabeth,Persons with Disability,100.0,2014,Elizabeth
24620,Empire,Persons with Disability,28.0,2014,Empire
24785,Englewood,Persons with Disability,4219.0,2014,Englewood
24950,Erie,Persons with Disability,918.0,2014,Erie
26270,Federal Heights,Persons with Disability,1683.0,2014,Federal Heights
26600,Firestone,Persons with Disability,640.0,2014,Firestone
27700,Fort Lupton,Persons with Disability,1088.0,2014,Fort Lupton
28105,Foxfield,Persons with Disability,54.0,2014,Foxfield
28360,Frederick,Persons with Disability,959.0,2014,Frederick
29735,Georgetown,Persons with Disability,84.0,2014,Georgetown
30340,Glendale,Persons with Disability,304.0,2014,Glendale
30835,Golden,Persons with Disability,1188.0,2014,Golden
33035,Greenwood Village,Persons with Disability,723.0,2014,Greenwood Village
37820,Hudson,Persons with Disability,273.0,2014,Hudson
38370,Idaho Springs,Persons with Disability,300.0,2014,Idaho Springs
39195,Jamestown,Persons with Disability,15.0,2014,Jamestown
40185,Keenesburg,Persons with Disability,188.0,2014,Keenesburg
40790,Kiowa,Persons with Disability,141.0,2014,Kiowa
41835,Lafayette,Persons with Disability,1931.0,2014,Lafayette
42495,Lakeside,Persons with Disability,0.0,2014,Lakeside
43000,Lakewood,Persons with Disability,15749.0,2014,Lakewood
43550,Larkspur,Persons with Disability,38.0,2014,Larkspur
45255,Littleton,Persons with Disability,4437.0,2014,Littleton
45955,Lone Tree,Persons with Disability,703.0,2014,Lone Tree
45970,Longmont,Persons with Disability,9384.0,2014,Longmont
46355,Louisville,Persons with Disability,1374.0,2014,Louisville
47070,Lyons,Persons with Disability,258.0,2014,Lyons
49600,Mead,Persons with Disability,348.0,2014,Mead
52075,Morrison,Persons with Disability,45.0,2014,Morrison
